226930.923	3848019.739
226931.123	3848019.739
226930.923	3848019.839
226931.123	3848019.839
226930.923	3848019.939
226931.123	3848019.939
226930.923	3848020.039
226931.123	3848020.039
226931.223	3848020.039
226931.123	3848020.139
226931.223	3848020.139
226931.123	3848020.239
226931.223	3848020.239
226931.3229	3848020.239
226931.123	3848020.339
226931.223	3848020.339
226931.3229	3848020.339
226931.123	3848020.439
226931.223	3848020.439
226931.3229	3848020.439
226931.123	3848020.539
226931.223	3848020.539
226931.3229	3848020.539
226931.123	3848020.639
226931.223	3848020.639
226931.3229	3848020.639
226931.123	3848020.739
226931.223	3848020.739
226931.3229	3848020.739
226931.123	3848020.839
226931.223	3848020.839
226931.3229	3848020.839
226931.123	3848020.939
226931.223	3848020.939
226931.3229	3848020.939
226931.223	3848021.039
226931.3229	3848021.039
226931.223	3848021.139
226931.3229	3848021.139
226931.223	3848021.239
226931.3229	3848021.239
226931.223	3848021.339
226931.3229	3848021.339
226931.3229	3848021.439
226931.3229	3848021.539
226931.3229	3848021.639
226931.423	3848021.639
226931.3229	3848021.739
226931.423	3848021.739
226931.3229	3848021.839
226931.423	3848021.839
226931.3229	3848021.939
226931.423	3848021.939
226931.223	3848022.039
226931.3229	3848022.039
226931.423	3848022.039
226931.223	3848022.139
226931.3229	3848022.139
226931.423	3848022.139
226931.223	3848022.239
226931.3229	3848022.239
226931.423	3848022.239
226931.223	3848022.339
226931.3229	3848022.339
226931.423	3848022.339
226931.223	3848022.439
226931.3229	3848022.439
226931.423	3848022.439
226931.223	3848022.539
226931.3229	3848022.539
226931.423	3848022.539
226931.223	3848022.639
226931.3229	3848022.639
226931.423	3848022.639
226931.223	3848022.739
226931.3229	3848022.739
226931.423	3848022.739
226931.223	3848022.839
226931.3229	3848022.839
226931.423	3848022.839
226931.223	3848022.939
226931.3229	3848022.939
226931.123	3848023.039
226931.223	3848023.039
226931.3229	3848023.039
226931.123	3848023.139
226931.223	3848023.139
226931.123	3848023.239
226931.223	3848023.239
226931.3229	3848023.239
226931.123	3848023.339
226931.223	3848023.339
226930.923	3848023.439
226931.123	3848023.439
226931.223	3848023.439
226930.923	3848023.539
226931.123	3848023.539
226931.223	3848023.539
226930.923	3848023.639
226931.123	3848023.639
226931.223	3848023.639
226930.923	3848023.739
226931.123	3848023.739
226931.223	3848023.739
226930.923	3848023.839
226931.123	3848023.839
226930.923	3848023.939
226931.123	3848023.939
226931.223	3848023.939
226931.123	3848024.039
226931.223	3848024.039
226931.123	3848024.139
226931.223	3848024.139
226930.923	3848024.239
226931.123	3848024.239
226931.223	3848024.239
226930.923	3848024.339
226931.123	3848024.339
226931.223	3848024.339
226930.923	3848024.439
226931.123	3848024.439
226931.223	3848024.439
226930.923	3848024.539
226931.123	3848024.539
226931.223	3848024.539
226930.923	3848024.639
226931.123	3848024.639
226930.923	3848024.739
226931.123	3848024.739
226930.923	3848024.839
226931.123	3848024.839
226930.923	3848024.939
226931.123	3848024.939
226930.923	3848025.039
226930.923	3848025.139
226930.8229	3848025.239
226930.923	3848025.239
226930.8229	3848025.339
226930.923	3848025.339
226930.8229	3848025.439
226930.923	3848025.439
226930.8229	3848025.539
226930.923	3848025.539
226930.723	3848025.639
226930.8229	3848025.639
226930.923	3848025.639
226930.723	3848025.739
226930.8229	3848025.739
226930.923	3848025.739
226930.723	3848025.839
226930.8229	3848025.839
226930.723	3848025.939
226930.8229	3848025.939
226930.623	3848026.039
226930.723	3848026.039
226930.8229	3848026.039
226930.623	3848026.139
226930.723	3848026.139
226930.8229	3848026.139
226930.623	3848026.239
226930.723	3848026.239
226930.623	3848026.339
226930.723	3848026.339
226930.623	3848026.439
226930.723	3848026.439
226930.623	3848026.539
226930.723	3848026.539
226930.623	3848026.639
226930.723	3848026.639
226930.623	3848026.739
226930.723	3848026.739
226930.623	3848026.839
226930.723	3848026.839
226930.623	3848026.939
226930.723	3848026.939
226930.623	3848027.039
226930.723	3848027.039
226930.623	3848027.139
226930.723	3848027.139
226930.623	3848027.239
226930.723	3848027.239
226930.623	3848027.339
226930.723	3848027.339
226930.623	3848027.439
226930.723	3848027.439
226930.623	3848027.539
226930.723	3848027.539
226930.623	3848027.639
226930.723	3848027.639
226930.423	3848027.739
226930.623	3848027.739
226930.723	3848027.739
226930.423	3848027.839
226930.623	3848027.839
226930.723	3848027.839
226930.423	3848027.939
226930.623	3848027.939
226930.723	3848027.939
226930.423	3848028.039
226930.623	3848028.039
226930.723	3848028.039
226930.423	3848028.139
226930.623	3848028.139
226930.423	3848028.239
226930.423	3848028.339
226930.623	3848028.339
226930.423	3848028.439
226930.623	3848028.439
226930.423	3848028.539
226930.623	3848028.539
226930.423	3848028.639
226930.623	3848028.639
226930.423	3848028.739
226930.623	3848028.739
226930.623	3848028.839
226930.623	3848028.939
226930.623	3848029.039
226930.623	3848029.139
226930.723	3848029.139
226930.623	3848029.239
226930.723	3848029.239
226930.623	3848029.339
